index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by
704,403-3045245-2207560,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,376,NEW DELHI,DELHI,110085,IN,FALSE,
705,405-4991185-1773106,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,599,KALYAN,MAHARASHTRA,421201,IN,FALSE,
706,403-6782192-8968326,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,916,Chennai,TAMIL NADU,600012,IN,FALSE,
707,171-6640050-9516349,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,329,PONNERI,TAMIL NADU,601204,IN,FALSE,
708,402-5014156-9264316,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,3XL,Cancelled,0,,,HYDERABAD,TELANGANA,500049,IN,FALSE,
709,408-8342548-5107567,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,626,DAULATPUR,HIMACHAL PRADESH,177204,IN,FALSE,
710,404-7769149-3935539,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,725,SERAMPORE,WEST BENGAL,712249,IN,FALSE,
711,402-5903377-6817119,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Cancelled,0,,,Kinnigoli,KARNATAKA,574141,IN,FALSE,
712,405-6584819-2669165,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1112,JAIPUR,RAJASTHAN,302012,IN,FALSE,
713,405-9099443-7445111,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Cancelled,0,,,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231001,IN,FALSE,
714,408-3810333-4165930,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,329,NEW DELHI,DELHI,110092,IN,FALSE,Easy Ship
715,405-0881145-7742744,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,487,HYDERABAD,TELANGANA,500049,IN,FALSE,
716,403-7153786-2898705,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,801,INDORE,MADHYA PRADESH,452010,IN,FALSE,
717,408-2042136-9817130,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,352,BENGALURU,KARNATAKA,560016,IN,FALSE,
718,408-2042136-9817130,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,442,BENGALURU,KARNATAKA,560016,IN,FALSE,
719,407-8176931-5052349,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,280.95,PONNERI,TAMIL NADU,601204,IN,FALSE,Easy Ship
720,407-3305249-3442711,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,S,Unshipped,1,INR,283,PONNERI,TAMIL NADU,601204,IN,FALSE,
721,403-5215681-9527524,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,654,VIJAYAWADA,ANDHRA PRADESH,520015,IN,FALSE,
722,408-3749874-2210712,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,DIBRUGARH,ASSAM,786001,IN,FALSE,
723,406-6143137-4946754,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,419,HYDERABAD,TELANGANA,500075,IN,FALSE,
724,403-3797724-0896348,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,654,THANE,MAHARASHTRA,401105,IN,FALSE,
725,407-3778695-8884327,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,744,BENGALURU,KARNATAKA,560066,IN,FALSE,
726,402-6454286-3321909,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,Deganga,WEST BENGAL,743438,IN,FALSE,Easy Ship
727,402-9138974-2250726,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,452,KOLKATA,WEST BENGAL,700033,IN,FALSE,
728,402-9138974-2250726,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,499,KOLKATA,WEST BENGAL,700033,IN,FALSE,
729,408-4193711-8156307,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Wallet,Free,Shipped,1,INR,0,KARIMGANJ,ASSAM,788710,IN,FALSE,Easy Ship
730,404-5546156-4947565,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,471,AHMEDABAD,Gujarat,382340,IN,FALSE,Easy Ship
731,408-0902233-8069950,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,BENGALURU,KARNATAKA,560064,IN,FALSE,Easy Ship
732,171-7821391-2118700,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,431,ALATHUR,KERALA,678572,IN,FALSE,
733,171-3764328-7297105,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,511,Aluva,KERALA,683102,IN,FALSE,
734,406-5700980-4110708,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1463,CHENNAI,TAMIL NADU,600083,IN,FALSE,
735,406-4317049-7021127,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,517,AZAMGARH,UTTAR PRADESH,276141,IN,FALSE,
736,408-0738576-5377963,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,HYDERABAD,TELANGANA,500089,IN,FALSE,
737,171-6112262-4294731,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,M,Cancelled,0,,,CHENGAMANAD,KERALA,683102,IN,FALSE,
738,402-0069978-7444377,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,399,HYDERABAD,TELANGANA,500067,IN,FALSE,Easy Ship
739,407-6451607-8520320,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,788,NEW DELHI,DELHI,110063,IN,FALSE,
740,407-6825420-7253915,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,XXL,On the Way,0,INR,493.33,NAGPUR,MAHARASHTRA,441110,IN,FALSE,Easy Ship
741,171-2497796-8649164,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,597,NIZAMABAD,TELANGANA,503001,IN,FALSE,
742,405-3921640-0927553,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,666,LONI KALBHOR,MAHARASHTRA,412201,IN,FALSE,Easy Ship
743,402-8291421-3780342,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1112,KHELARI,JHARKHAND,829205,IN,FALSE,
744,402-8291421-3780342,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,696,KHELARI,JHARKHAND,829205,IN,FALSE,
745,407-4549939-3485945,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,499,Mira road,MAHARASHTRA,401107,IN,FALSE,
746,403-3597087-4521139,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,414,BENGALURU,KARNATAKA,560097,IN,FALSE,
747,171-9016873-6719541,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1099,GHAZIPUR,UTTAR PRADESH,233001,IN,FALSE,
748,171-3693730-4530754,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,M,Cancelled,0,,,KOLKATA,WEST BENGAL,700034,IN,FALSE,
749,404-0541321-3023502,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,653,PUNE,MAHARASHTRA,411048,IN,FALSE,
750,402-1600884-0332308,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,352,CUTTACK,ODISHA,753001,IN,FALSE,
751,402-0229417-2609936,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,3XL,Shipped,1,INR,744,KALABURGI,KARNATAKA,585104,IN,FALSE,
752,403-0131049-2132337,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,NEW DELHI,DELHI,110016,IN,FALSE,
753,171-4573948-3966741,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1438,KATIHAR,BIHAR,855102,IN,FALSE,
754,171-0211853-1251554,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1173,KATIHAR,BIHAR,855102,IN,FALSE,Easy Ship
755,404-3699924-2837921,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,459,BENGALURU,KARNATAKA,560086,IN,FALSE,Easy Ship
756,405-0457160-2123517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,922,NAGERCOIL,TAMIL NADU,629002,IN,FALSE,
757,408-6862973-4520309,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,653,MUMBAI,MAHARASHTRA,400077,IN,FALSE,
758,171-7679971-0310752,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Unshipped,1,INR,363,KOTHAGUDEM,TELANGANA,507101,IN,FALSE,
759,171-3669717-3172330,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,499,BHINDER,RAJASTHAN,313603,IN,FALSE,
760,403-9724686-7777903,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,486,AHMEDABAD,Gujarat,382481,IN,FALSE,
761,403-8306900-1833930,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,6XL,Shipped,1,INR,692,AHMEDABAD,Gujarat,382481,IN,FALSE,Easy Ship
762,403-1962150-0618711,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,295,CHENNAI,TAMIL NADU,600078,IN,FALSE,
763,403-1632972-2861963,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,363,CHENNAI,TAMIL NADU,600078,IN,FALSE,Easy Ship
764,403-9533906-1728355,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,JALANDHAR,PUNJAB,144005,IN,FALSE,
765,171-1269122-8425943,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,950,NARASAPUR,ANDHRA PRADESH,534275,IN,FALSE,
766,171-2937341-8703561,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,399,PALAKKAD,KERALA,678502,IN,FALSE,
767,406-5206188-8892351,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,M,Shipped,1,INR,625,PARVATHIPURAM,ANDHRA PRADESH,535501,IN,FALSE,
768,405-5228379-1065951,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1115,BIDHAN NAGAR,WEST BENGAL,700064,IN,FALSE,
769,406-3236326-4964331,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XS,Shipped,1,INR,666,PUNE,MAHARASHTRA,411024,IN,FALSE,Easy Ship
770,408-3364449-3401947,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XS,Cancelled,0,,,Mumbai,MAHARASHTRA,400030,IN,FALSE,
771,402-7682157-9147503,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,696,HYDERABAD,TELANGANA,500085,IN,FALSE,Easy Ship
772,405-1515003-2007535,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,519,HYDERABAD,TELANGANA,500089,IN,FALSE,
773,408-8569813-9288333,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1199,SATNA,MADHYA PRADESH,485001,IN,FALSE,Easy Ship
774,404-0867714-0772302,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,563,Padur,TAMIL NADU,603103,IN,FALSE,
775,404-0867714-0772302,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,Padur,TAMIL NADU,603103,IN,FALSE,
776,404-0867714-0772302,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487,Padur,TAMIL NADU,603103,IN,FALSE,
777,402-1704468-7240327,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,XXL,Shipped,1,INR,568,MADURAI,TAMIL NADU,625007,IN,FALSE,Easy Ship
778,406-5757669-2996307,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400029,IN,FALSE,
779,407-1492215-2982709,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,291,NEW DELHI,DELHI,110074,IN,FALSE,
780,171-2119982-7294757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,744,BALLIA,UTTAR PRADESH,277001,IN,FALSE,
781,407-1684475-5197113,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,696,PUNE,MAHARASHTRA,411041,IN,FALSE,
782,404-4568279-0273125,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,463,FARIDABAD,HARYANA,121003,IN,FALSE,
783,403-9752008-2541919,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Trousers,L,On the Way,0,INR,469.52,KALYAN,MAHARASHTRA,421204,IN,FALSE,Easy Ship
784,403-3896686-3972343,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,339,KALYAN,MAHARASHTRA,421204,IN,FALSE,
785,408-5238024-3207538,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,680,DEVARAKONDA,TELANGANA,508248,IN,FALSE,Easy Ship
786,403-9336057-8075519,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,759,GURUGRAM,HARYANA,122017,IN,FALSE,
787,406-6070472-3313109,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,626,THRISSUR,KERALA,680003,IN,FALSE,
788,407-0828621-5564309,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,399,DEHRADUN,UTTARAKHAND,248001,IN,FALSE,Easy Ship
789,402-7281943-2634753,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,3XL,Shipped,1,INR,599,MUMBAI,MAHARASHTRA,400067,IN,FALSE,
790,408-3364643-8111517,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,NEW DELHI,DELHI,110078,IN,FALSE,
791,402-9327280-6831502,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,599,Bangalore,KARNATAKA,560061,IN,FALSE,
792,405-8803159-2662729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,291,BENGALURU,KARNATAKA,560057,IN,FALSE,
793,405-8803159-2662729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,276,BENGALURU,KARNATAKA,560057,IN,FALSE,
794,405-8803159-2662729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,626,BENGALURU,KARNATAKA,560057,IN,FALSE,
795,405-8803159-2662729,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,283,BENGALURU,KARNATAKA,560057,IN,FALSE,
796,405-3441275-4039543,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XS,Shipped,1,INR,725,BENGALURU,KARNATAKA,560057,IN,FALSE,Easy Ship
797,405-3441275-4039543,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,295,BENGALURU,KARNATAKA,560057,IN,FALSE,Easy Ship
798,406-2890663-9523509,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,518,BENGALURU,KARNATAKA,560032,IN,FALSE,
799,402-1430516-9436331,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,LUCKNOW,UTTAR PRADESH,226029,IN,FALSE,
800,171-7949350-6828319,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,852,DHARMAPURI,TAMIL NADU,636701,IN,FALSE,
801,171-2964083-5815566,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,568,MEERUT,UTTAR PRADESH,250002,IN,FALSE,
802,406-9789934-2845967,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,771,SECUNDERABAD,TELANGANA,500009,IN,FALSE,
803,405-9399780-0313164,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1669,NOIDA,UTTAR PRADESH,201305,IN,FALSE,
804,404-9635079-7600310,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,540,DANGUWAPASI,JHARKHAND,833212,IN,FALSE,
805,171-6983189-6050757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1112,DHEMAJI,ASSAM,786189,IN,FALSE,
806,171-6983189-6050757,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,518,DHEMAJI,ASSAM,786189,IN,FALSE,
807,171-3884714-3945906,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,1115,PULGAON,MAHARASHTRA,442302,IN,FALSE,
808,171-3884714-3945906,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1112,PULGAON,MAHARASHTRA,442302,IN,FALSE,
809,171-3884714-3945906,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,PULGAON,MAHARASHTRA,442302,IN,FALSE,
810,405-1693679-3068331,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,476,AKATHIYOOR,KERALA,680542,IN,FALSE,
811,402-4804971-8591532,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,M,Shipped,1,INR,499,Shakarpur,DELHI,110092,IN,FALSE,Easy Ship
812,402-4804971-8591532,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,M,Shipped,1,INR,518,Shakarpur,DELHI,110092,IN,FALSE,Easy Ship
813,405-1597244-8205967,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,486,NEW DELHI,DELHI,110078,IN,FALSE,
814,403-9610979-2949958,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,399,KOLKATA,WEST BENGAL,700004,IN,FALSE,
815,405-1911317-3604322,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1260,Imphal east,MANIPUR,795008,IN,FALSE,
816,404-7251284-9387528,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,399,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,
817,403-4512253-4789948,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,852,CHEBROLU,ANDHRA PRADESH,522212,IN,FALSE,
818,408-1348466-1321955,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,3XL,On the Way,0,,,BENGALURU,KARNATAKA,560078,IN,FALSE,Easy Ship
819,171-0490216-5028364,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,487,Alappuzha,KERALA,688006,IN,FALSE,
820,406-5421335-3440327,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,L,Cancelled,0,,,AKBARPUR,UTTAR PRADESH,224122,IN,FALSE,
821,405-6836135-6312327,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,413,NAGPUR,MAHARASHTRA,441111,IN,FALSE,Easy Ship
822,171-0689935-4850722,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,788,NABAGRAM COLONY,WEST BENGAL,712246,IN,FALSE,
823,403-9835374-1565102,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1186,KOLKATA,WEST BENGAL,700074,IN,FALSE,Easy Ship
824,403-8625708-2309901,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,396,KOLKATA,WEST BENGAL,700074,IN,FALSE,
825,403-6616419-0658741,04-30-22,Cancelled,Merchant,Amazon.in,Standard,Shirt,6XL,On the Way,0,INR,659.05,THANE,MAHARASHTRA,400604,IN,FALSE,Easy Ship
826,171-5550949-7914705,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,653,KOZHIKODE,KERALA,673574,IN,FALSE,
827,408-9407260-0749114,04-30-22,Shipped,Amazon,Amazon.in,Standard,Shirt,L,Shipped,1,INR,0,PUDUCHERRY,PUDUCHERRY,605009,IN,FALSE,
828,408-4453138-1209128,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,458,NEW DELHI,DELHI,110086,IN,FALSE,
829,402-4934568-7802706,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,487,NEW TOWN,WEST BENGAL,700156,IN,FALSE,
830,405-9862364-7636347,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,597,NELAMANGALA,KARNATAKA,562123,IN,FALSE,
831,405-7713713-9002732,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,761,NELAMANGALA,KARNATAKA,562123,IN,FALSE,
832,405-7713713-9002732,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,835,NELAMANGALA,KARNATAKA,562123,IN,FALSE,
833,406-8536478-4581952,04-30-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,518,"KOTPAD, Koraput",ODISHA,764058,IN,FALSE,Easy Ship
834,407-0533151-5470709,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Cancelled,0,,,BHUBANESWAR,ODISHA,751015,IN,FALSE,
835,404-6783850-0597940,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,721,LUCKNOW,UTTAR PRADESH,226010,IN,FALSE,
836,407-3030317-4521947,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,458,BENGALURU,KARNATAKA,560064,IN,FALSE,
837,402-0093786-0156303,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,666,NASHIK,MAHARASHTRA,422401,IN,FALSE,
838,171-3705534-0250736,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,KATIHAR,BIHAR,854107,IN,FALSE,
839,408-9408562-5254749,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1099,KOLKATA,WEST BENGAL,700090,IN,FALSE,Easy Ship
840,403-4739886-5496325,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,353,ALAPPUZHA,KERALA,688002,IN,FALSE,
841,171-9312177-9903551,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,399,MUMBAI,MAHARASHTRA,400097,IN,FALSE,
842,171-3255381-0489121,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,534,MUMBAI,MAHARASHTRA,400097,IN,FALSE,Easy Ship
843,408-4584840-2787538,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,981.25,NEW DELHI,DELHI,110008,IN,FALSE,Easy Ship
844,408-5118229-6373917,04-30-22,Shipped,Amazon,Amazon.in,Standard,Shirt,XL,Shipped,1,INR,0,Hyderabad,TELANGANA,500062,IN,FALSE,
845,403-0707216-6170737,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,657,BAREILLY,UTTAR PRADESH,243001,IN,FALSE,
846,403-3258819-8018763,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,626,NEW DELHI,DELHI,110007,IN,FALSE,
847,408-2491878-4865146,04-30-22,Cancelled,Merchant,Amazon.in,Standard,T-shirt,M,On the Way,0,INR,981.25,KOLKATA,WEST BENGAL,700090,IN,FALSE,Easy Ship
848,405-7190860-0329952,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,899,KOLKATA,WEST BENGAL,700039,IN,FALSE,
849,402-0164950-5496362,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Cancelled,0,,,CHENNAI,TAMIL NADU,600043,IN,FALSE,
850,404-3821323-1636305,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,CHENNAI,TAMIL NADU,600093,IN,FALSE,
851,408-3649698-8803541,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1099,GURUGRAM,HARYANA,122001,IN,FALSE,
852,405-3694403-2551528,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,788,TIRORA,MAHARASHTRA,441911,IN,FALSE,
853,405-6593194-1742748,04-30-22,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,459,ZIRAKPUR,PUNJAB,140603,IN,FALSE,
854,403-7086967-7558701,04-30-22,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1186,VADODARA,Gujarat,390025,IN,FALSE,
855,171-5927080-9153924,04-30-22,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XXL,Unshipped,1,INR,626,Chennai,TAMIL NADU,600078,IN,FALSE,
